title,artist,year,genre,composer,file_path,Artista encontrado,Titulo encontrado,Numero de coincidencias,Hay coincidencia preferida,No hay coincidencia preferida,Coincidencia perfecta
El Rodeo Agustin Bardi 15-07-43,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\- PUGLI  -  Instru\PUGLIESE       El rodeo Agustin Bardi 15-07-43.mp3,True,True,1,False,True,False
El Tango Es Una Historia-Yiso Y Chanel-1944,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese - 1943 - 1944 - Todas sus grabaciones\15-osvaldo pugliese & roberto chanel - el tango es una historia-yiso y chanel-1944.mp3,True,True,1,False,True,False
Elegante papirusa,Osvaldo Pugliese,1986-06-18,tango,Musica: Tito Roccatagliata,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese - 1984 - 1985 - 1986\15-elegante papirusa - o pugliese - de roccatagliata - 1986.mp3,True,True,1,False,True,True
Emancipación,Osvaldo Pugliese,1955-09-02,tango,Musica: Alfredo Bevilacqua,D:\Dropbox\TDJ\MUSICA\Edmundo\Pugliese\Osvaldo Pugliese - Emancipación.flac,False,False,1,False,False,True
En Secreto-Demarco-Roldan- 19-8-47,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese - 1947 - Todas sus grabaciones\09- osvaldo pugliese & alberto moran - en secreto-Demarco-Roldan- 19-8-47.mp3,True,False,0,False,True,False
Enamorado Estoy-Marquez Y Osvaldo Fresedo - 1962,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese - 1962 - 1963 - Todas sus grabaciones\17-osvaldo pugliese & abel cordoba - enamorado estoy-marquez y osvaldo fresedo - 1962.mp3,True,True,7,False,True,False
Es Preciso Que Te Vayas- De Cobian Y Celedonio Flores -,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese - 1953 - 1954 - Todas sus grabaciones\10-osvaldo pugliese & juan carlos cobos - es preciso que te vayas- de cobian y celedonio flores -.mp3,True,True,1,False,True,False
Escuchame Manon- Pracanico Y Frollo - 10-6-47,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese - 1947 - Todas sus grabaciones\16-osvaldo pugliese-roberto chanel-escuchame manon- Pracanico y Frollo - 10-6-47.mp3,True,True,2,False,True,False
"Fuimos Pugliese Homero Manzi, Jose Dames - Canta R Chanel 28-03-46",Osvaldo Pugliese,,tango,,"D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\- PUGLI  -  Instru\PUGLIESE\PUGLIESE       Fuimos PUGLIESE Homero Manzi, Jose Dames - Canta R Chanel 28-03-46.mp3",True,True,3,False,True,False
Gallo ciego,Osvaldo Pugliese,1959-07-23,tango,Musica: Agustin Bardi,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese - 1959 - Todas sus grabaciones\03-gallo ciego-instrumental de agustin bardi - 1959.mp3,True,True,1,False,True,True
Gallo Ciego - Agustin Bardi -  23-07-59,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\PUGLIESE       Gallo Ciego - Agustin Bardi -  23-07-59.mp3,True,True,2,False,True,False
Guardia Vieja 4049 - De Lacava - 1985,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese - 1984 - 1985 - 1986\06-guardia vieja 4049 - de lacava - 1985.mp3,True,True,1,False,True,False
"Jorge Maciel & Carlos Guido - Por Un Carino-Alcazar, Coll Jarque Y Torres Nim - 1959",Osvaldo Pugliese,,tango,,"D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese - 1959 - Todas sus grabaciones\11- jorge maciel & carlos guido - por un carino-alcazar, coll jarque y torres nim - 1959.mp3",True,True,3,False,True,False
La Cachila,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese - 1945 - Todas sus grabaciones\13-osvaldo pugliese - la cachila-Arolas y Polito-1945.mp3,True,True,2,False,True,False
La Mascota Del Bar - Con Roberto Chanel,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese - 1946 - Todas sus grabaciones\13-roberto chanel - la mascota del barrio - yiso y aznar - 1946.mp3,True,True,7,False,True,False
La Noche Que Me Esperes,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Puglise - Alberto Moran\04 la noche que me esperes.mp3,True,True,2,False,True,False
La rayuela,Osvaldo Pugliese,1953-11-25,tango,Musica: Julio De Caro,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese - 1953 - 1954 - Todas sus grabaciones\09-osvaldo pugliese - la rayuela de julio de caro - 1953.mp3,True,True,1,False,True,True
Mal De Amores  -  Pugli  -   1946.08.21,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\- PUGLI  -  Instru\Osvaldo Pugliese-Mal De Amores  -  Pugli  -   1946.08.21.mp3,True,True,1,False,True,False
Mala Estampa  -  Pugliese  -  21-12-1944,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\- PUGLI  -  Instru\Mala Estampa  -  Pugliese  -  21-12-1944.mp3,True,True,1,False,True,False
Mala junta,Osvaldo Pugliese,,tango,,"D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\- PUGLI  -  Instru\PUGLIESE\PUGLIESE       Mala Junta                       PUGLIESE  Pedro Laurenz, Juan Velich  27-08-43.mp3",True,True,3,False,True,False
Mala junta,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\- PUGLI  -  Instru\PUGLIESE\Mala junta - 1970 Osvaldo Pugliese en vivo.mp3,True,True,3,False,True,False
Melenita De Oro 1960- De Geroni Flores Y Pesce,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese - 1960 - Todas sus grabaciones\08-Osvaldo Pugliese Jorge Maciel Melenita De Oro 1960- de geroni flores y pesce.mp3,True,True,1,False,True,False
Melodìa De Arrabal- De Gardel Y Le Pera,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese - 1984 - 1985 - 1986\09-1985 -pugliese & abel cordoba - melodìa de arrabal- de gardel y le pera.mp3,True,True,5,False,True,False
Mi Noche Triste (Lita),Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese 1977-1978-1979-1980\11-osvaldo pugliese - mi noche triste (lita)- instrumental de castriota y contursi.mp3,True,True,1,False,True,False
Milonga Para Gardel - Osvaldo Pugliese-Abel Cordoba Y Adrian Guida-1986- De Vivan Y Sanguinett,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese - 1984 - 1985 - 1986\11-milonga para gardel - osvaldo pugliese-abel cordoba y adrian guida-1986- de vivan y sanguinett.mp3,True,True,2,False,True,False
Montaraz,Osvaldo Pugliese,1980-09-10,tango,Musica: ? - Letra: ?,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese 1977-1978-1979-1980\14 montaraz- INSTRUMENTAL DE VICENTE GRECO - 1980.mp3,False,False,1,False,False,True
Muchachita Del Amanecer-Pugliese Y Archi-1960,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese - 1960 - Todas sus grabaciones\13-pugliese & jorge maciel - muchachita del amanecer-pugliese y archi-1960.mp3,True,True,2,False,True,False
Negracha - Don Osvaldo 24-06-48,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\PUGLIESE       Negracha - Don Osvaldo 24-06-48.mp3,True,True,5,False,True,False
Ni Triste Ni Solo- De Penón Y Hector Negro,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese - 1970 - 1972 - Todas sus grabaciones\10-1972 - osvaldo pugliese & abel cordoba - ni triste ni solo- de penón y hector negro.mp3,True,True,1,False,True,False
Nn Osvaldo Ruggiero  28-04-47,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\- PUGLI  -  Instru\PUGLIESE\PUGLIESE       NN Osvaldo Ruggiero  28-04-47.mp3,True,False,0,False,True,False
Nueve De Julio - José Luis Padula - 1954,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese - 1953 - 1954 - Todas sus grabaciones\17-osvaldo pugliese - nueve de julio - José Luis Padula - 1954.mp3,True,True,1,False,True,False
Pa' Lo Que Te Va A Durar- De Barbieri Y Flores,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese - 1984 - 1985 - 1986\08-1985 - osvaldo pugliese & abel cordoba - pa' lo que te va a durar- de barbieri y flores.mp3,True,True,1,False,True,False
Patético,Osvaldo Pugliese,1948-04-06,tango,Musica: Jorge Caldara,D:\Dropbox\TDJ\MUSICA\Eduardo\1\Patetico.mp3,True,True,1,False,True,True
Patetico +,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\PUGLIESE       PATETICO +.mp3,True,True,1,False,True,False
