 BPM, POPULARITY,AUTHOR,AUTHOR (2),COMPOSER,DATE,DIRECTOR,LYRICS,ORCHESTRA,SINGER,SOLOIST,TITLE,URL
,,Carlos Pesce,,Ramón Coll,1932-08-29,,"¡Yo te adoro bandoneón!,
que remedas con tus notas mi dolor
que te arraigas en mi ser
y palpitas en mi tierno corazón.
En tu música sensual
hay caricias, dulces besos de mujer,
hay reproches de pasión
y ternura materna,
bandoneón de nuestro lírico arrabal.

Bandoneón, cuando en dolor sumido,
ante el derrumbe de una bella ilusión
cuando errante, sin amor... ¡perdido!
¡me consolaste el corazón!
Cuando mi amorosa madrecita
al darme aquel último beso al expirar
bandoneón con tus dulces acordes,
tú mitigaste mi penar...

Yo por ti supe olvidar
la amargura de una infame y vil traición,
y me incitas a cantar
aunque llore, doloroso, el corazón.
En tu música sensual
hay caricias, dulces besos de mujer,
hay reproches de pasión
y ternura materna,
bandoneón de nuestro lírico arrabal.",Francisco CANARO,Félix Gutiérrez,,Yo te adoro bandoneón (TANGO),https://www.el-recodo.com/music?id=04793&lang=en
,,,,Francisco Canaro,1927-04-16,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",Francisco CANARO,Instrumental,,El chamuyo (TANGO),https://www.el-recodo.com/music?id=04794&lang=en
,,José de la Vega,,Agustín Bardi,1930-11-21,,"Pagando antiguas locuras
y ahogando mi triste queja
volví a buscar en la vieja
aquellas hondas ternuras
que abandonadas dejé.
Y al verme nada me dijo
de mis torpezas pasadas,
palabras dulcificadas
de amor por el hijo,
¡tan sólo escuché!

Besos y amores...
Amistades... bellas farsas
y rosadas ilusiones
en el mundo hay a montones
por desgracia...
¡Madre hay una sola!...
Y aunque un día la olvidé
me enseñó al final la vida
que a ese amor hay que volver.

Y nadie venga a arrancarme
del lado de quien me adora
de quien con fe bienhechora
se esfuerza por consolarme
de mi pasado dolor...
Las tentaciones son vanas
para burlar su cariño;
para ella soy siempre un niño,
¡Benditas sus canas!
¡Bendito su amor!",Francisco CANARO,Charlo,,Madre hay una sola (TANGO),https://www.el-recodo.com/music?id=04795&lang=en
,,Francisco Canaro,,Francisco Canaro,1931-07-01,,"Yo sé que todos te dicen
que soy un hombre perdido,
que llevo el daño metido
adentro del corazón.
Yo sé que todos te dicen
que soy un gran calavera,
que tengo muy malos vicios
y que soy un gran Don Juan.
Pero que te quiero mucho
eso no te lo dirán.

Que de noche voy de farra
con muy mala compañía,
que ando mezclado en amores
con mujeres de otra vida.
Que me juego en las carreras
mi dinero y el ajeno,
y que destilan veneno
mis sonrisas de Satán.
Pero que por vos me muero
eso nunca te dirán.

Yo sé que todos te dicen
que soy un flojo y cobarde,
que mi cuna fue de padre
sin palabra y sin honor.
Pero no te ha dicho nadie
que soy un hombre derecho
y el mal que pude haber hecho
fue quererte con afán.
Yo sé que de mí es lo bueno
lo que nunca te dirán.",Francisco CANARO,Charlo,,Lo que nunca te dirán (TANGO),https://www.el-recodo.com/music?id=04796&lang=en
,,Francisco Brancatti y Juan Velich,,Juan de Dios Filiberto,1927-07-07,,"Una nube en los ojos
me vino como un flechazo,
y en mi rencor, amigazo,
entero yo me jugué.
Quiso el maula reírse
manchando mi frente honrada
y por tan mala jugada
sin compasión lo achuré.

¡Amigazo! fue una noche,
que en mi mente llevo escrita...
una tierna vidalita
a la hereje despertó.
Yo, que en el secreto estaba,
puse fin a mi venganza
cuando vi al cantor aquel,
que a los labios de la infiel
como abrojo se prendió.

¡Los celos sentí!...
¡Tantié mi facón!...
y luego,... a lo gaucho,
le abrí el corazón...

Y, desde entonces...
mi alma va errabunda
atada a la conyunda
de aquel doliente amor.
¡Chupemos juntos!...
quiero olvidar, sonriendo,
el hoyo que está abriendo
la chuza del dolor.",Francisco CANARO,Instrumental,,Amigazo (TANGO),https://www.el-recodo.com/music?id=04797&lang=en
,,,,Juan Francisco Noli,1938-00-00,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",Francisco CANARO,Instrumental,,Pura parada (TANGO),https://www.el-recodo.com/music?id=04798&lang=en
,,José González Castillo,,José Bohr,1929-08-14,,"A los chirridos del rodar del carretón
y que despiertan al guardián chajá,
el alma en pena del boyero va
rumbo a los pagos por el cañadón.
Y al sonsonete dormilón de su silbar
con que el pretende reanimar al buey,
leguas y leguas traga en su rumiar
la yunta yaguaré.

Ningún apuro tiene él en llegar,
pues lo dice su canción:
que no hay distancias para fatigar
los bueyes de la ilusión.
""Quien diga que no hay querencia
que lo pregunte a la ausencia.""
Y sigue el pobre con su carretón
la huella del cañadón.

Pero no queda nada ya del rancho aquel
que hace seis meses al partir dejó.
Como un pampero todo se llevó
la mala racha de la auseneia cruel.
Y al sonsonete dormilón de su canción,
con que él quisiera reanimar su fe,
vuelve a tirar del viejo carretón
la yunta yaguaré.

Ningún apuro tiene ya en correr
pues lo dice su canción:
que no hay pantano para detener
el carro del corazón.
""Mal viento es el de la ausencia
cuando sopla en la querencia.""
Y sigue el pobre con su carretón
la huella del cañadón.",Francisco CANARO,Charlo,,Por el camino (TANGO),https://www.el-recodo.com/music?id=04799&lang=en
,,Alfredo Le Pera,,Carlos Gardel,1969-10-27,,"Yo adivino el parpadeo
de las luces que a lo lejos,
van marcando mi retorno.
Son las mismas que alumbraron,
con sus pálidos reflejos,
hondas horas de dolor.
Y aunque no quise el regreso,
siempre se vuelve al primer amor.
La quieta calle donde el eco dijo:
'Tuya es su vida, tuyo es su querer',
bajo el burlón mirar de las estrellas
que con indiferencia hoy me ven volver.

Volver,
con la frente marchita,
las nieves del tiempo
platearon mi sien.
Sentir, que es un soplo la vida,
que veinte años no es nada,
que febril la mirada
errante en las sombras
te busca y te nombra.
Vivir,
con el alma aferrada
a un dulce recuerdo,
que lloro otra vez.

Tengo miedo del encuentro
con el pasado que vuelve
a enfrentarse con mi vida.
Tengo miedo de las noches
que, pobladas de recuerdos,
encadenen mi soñar.
Pero el viajero que huye,
tarde o temprano detiene su andar.
Y aunque el olvido que todo destruye,
haya matado mi vieja ilusión,
guarda escondida una esperanza humilde,
que es toda la fortuna de mi corazón.",Francisco CANARO,Argentino Ledesma,,Volver (TANGO),https://www.el-recodo.com/music?id=04800&lang=en
,,Francisco Canaro,,Francisco Canaro,1946-12-21,,"Si tú me quisiera
Como yo te quiero
Con este cariño
Tan puro y tan fiel

Entonces podría
Decir que en el mundo
No hay nada más grande
Y amor más profundo
Y un ser más dichoso y querido que yo

Si tú me quisiera
Como yo te quiero
Entonces seria 
Un tango a la vida
Mi pena de amor

Sin ese cariño
Que yo tanto ansío
Se muere de astillo 
Mi fiel corazón

Y paso las noches
De ensueño llorando
Llamando y soñando
Un mundo mejor

Sin ese cariño
Que yo tanto ansío
La vida no es vida 
Y amar es amor",Francisco CANARO,Alberto Arenas,,Si tu me quisieras (TANGO),https://www.el-recodo.com/music?id=04801&lang=en
,,Luis Rubistein,,Alfredo Malerba y Mario Maurano,1940-10-14,,"Un amor,
Cansado de rodar,
Llegó a mi corazón
Serenamente.
Cascabel
Que quiso despertar,
En mi alma una canción
Tímidamente...
Era el amor que yo soñaba,
Era la luz que entre las sombras
Me alumbraba...
Un amor
Que nunca tuve ayer,
Y que llenó de sol
Todo mi ser.

Fue el murmullo del viento
Que arrulló una canción,
Y me trajo en su acento
Una nueva emoción.
Fue la luz de un lucero,
Fue una voz que me habló,
Y el temblor de un: ¡Te quiero!
En mi alma quedó.

Un amor
Llegó, sentimental,
Acariciándome
Muy tiernamente.
Cascabel,
En medio de mi mal,
Que me enseñó a vivir
Sonrientemente.
Es el amor que ambicionaba,
La dulce paz de una ternura
Que esperaba.
Un amor
Que nunca conocí
Y en medio del dolor
Llegó hasta mí.",Francisco CANARO,Francisco Amor,,Un amor (TANGO),https://www.el-recodo.com/music?id=04802&lang=en
,,Gerónimo Yorio,,Romeo Gavioli y Carmelo Imperio,1944-07-19,,"Por las calles empedradas
De un tiempo que ya pasó,
Unos negros candomberos
Con su música alegró.
Era una noche de luna
Estaba triste un farol,
En un portón mazorquero
Comenzaba algún amor.

Unos negros... con tambores...
A la lonja... sacudían...
Y las tejas se movían
Al compás del milongón.

Época de casas viejas
Adornadas con malvón,
Y de la fina pastilla
Y el sereno del farol.
Época de Manuelita
Con minué y sueños de amor,
El candombe por las calles
Y ¡Vivas al Restaurador!",Francisco CANARO,Carlos Roldan,,Estampa del 800 (CANDOMBE),https://www.el-recodo.com/music?id=04803&lang=en
,,Florián Rey,,Manuel Salina,1935-04-25,,"Ojos negros, que fascinan 
ojos negros, que dominan; 
ojos negros, dulces ojos 
son tan crueles y tan piadosos. 

Ojos negros, que arrebatan; 
ojos negros, que me matan; 
ojos negros, dulces ojos, 
triste vida de mi corazón. 

Voy pasando por mi vida 
atormentada bajo el fuego abrasador de tu mirada, 
voy cruzando por la vida como una pobre sombra perdida. 
En el fondo de mi alma ya no brilla más que el fuego abrasador de tu pupila; 
en el fondo de mi alma, donde siempre tu amor vivirá",Francisco CANARO,Roberto Maida,,Ojos negros que fascinan (TANGO),https://www.el-recodo.com/music?id=04804&lang=en
,,Juan Sarcione,,Severo Luján Junnissi,1930-07-01,,"Murió cual un lirio en flor
La ilusión del alma mía,
Al saber que se moría,
Sinrazón
Todo aquel dulce amor,
Y al pensar en nuestro ayer
Que un collar de dicha intensa,
Aumenta mi pena inmensa,
Por no saber el porqué
De tu cruel proceder.",Francisco CANARO,Charlo,,Siempre te amaré (VALS),https://www.el-recodo.com/music?id=04805&lang=en
,,,,Roque Emilio Pietrafesa Palermo,1931-04-17,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",Francisco CANARO,Instrumental,,La voz del bohemio (TANGO),https://www.el-recodo.com/music?id=04806&lang=en
,,Celedonio Flores,,Graciano De Leone,1938-07-14,,"Compás de tango compadre
de repique sobrador,
y argumento de comadre
refranero y decidor,
milonga de organillero
en el suburbio tristón...
Es inútil que me quieran disfrazar
yo soy milonga nomás...

Campana del aguatero
de son alborotador,
mandolín de peluquero
que fue un gran conversador,
salud de vasco lechero
puerta abierta y aldabón...
Es inútil que me quieran disfrazar
yo soy milonga nomás...

Payada del tiempo viejo
que ya no se escucha más,
el alerta de los cuarteles
que repite: Alerta está.
Hombría de un hombre guapo
al morir sin perdonar...
Es inútil que me quieran disfrazar
yo soy milonga nomás...",Francisco CANARO,Instrumental,,Reliquias porteñas (MILONGA),https://www.el-recodo.com/music?id=04807&lang=en
,,Rodolfo Sciammarella,,Rodolfo Sciammarella,1939-09-11,,"Tres cosas hay en la vida:
salud, dinero y amor.
El que tenga esas tres cosas
que le de gracias a Dios.
Pues, con ellas uno vive
libre de preocupación,
por eso quiero que aprendan
el refrán de esta canción.

El que tenga un amor,
que lo cuide, que lo cuide.
La salud y la platita,
que no la tire, que no la tire.
Hay que guardar, eso conviene
que aquel que guarda, siempre tiene.
El que tenga un amor,
que lo cuide, que lo cuide.
La salud y la platita,
que no la tire, que no la tire.

Un gran amor he tenido
y tanto en él me confié.
Nunca pensé que un descuido
pudo hacérmelo perder.
Con la salud y el dinero
lo mismo me sucedió,
por eso pido que canten
el refrán de esta canción.",Francisco CANARO,Francisco Amor,,Salud dinero y amor (VALS),https://www.el-recodo.com/music?id=04808&lang=en
,,Reynaldo Pignataro,,Carlos Di Sarli,1939-10-25,,"¡Muchachos!...
Si cualquiera de estas noches
me ven llegar al café,
tambalenado medio 'colo'
babeando y hablando solo,
¡no me pregunten por qué!

Borracho...
Con la melena revuelta,
la corbata floja y suelta
y con rencor al mirar,
no me pregunten, muchachos,
por qué he venido borracho
y de mi tengan piedad.

En la luz de unos ojos divinos
se embriagaba mi alma y mi fe
y en la copa de miel sus labios
hasta ayer de pasión me embriagué.
Hoy que vivo de nuevo en tinieblas
añorando la luz de su amor
necesito hundir mi existencia
y es por eso que busco el alcohol.

¡Muchachos!...
Si cualquiera de estas noches
me ven llegar al café
tambaleando medio 'colo'
babeando y hablando solo
¡no me pregunten por qué!

Borracho...
Refugiado en el alivio
del brebaje dulce y tibio
que nos prodiga el licor.
tal vez me olvide de aquella
que hasta ayer fuera mi estrella
y hoy me mata de dolor.",Francisco CANARO,Ernesto Fama,,No me pregunten por qué (TANGO),https://www.el-recodo.com/music?id=04809&lang=en
,,Francisco García Jiménez,,Ricardo Tanturi,1938-10-07,,"Quizás de desdén
Que se burló,
Mirada cruel y altiva
Sin compasión,
Que yo contesto
Con pálida sonrisa,
Por comprensiva
De mi resignación.

Hoy pasas
Envuelta en lo triunfal,
Yo sigo en la penumbra
De mi rincón.
Y en tu derecho
Sublime de desdén,
Reclamo mi derecho
De evocarte nuestro ayer.

¡Desprecio!, que paga
El ensueño más querido,
¡Desprecio!, ¡Desprecio!
De lo mucho que he aprendido,
De saber que nada es cierto
De ser triste como soy,
Desde el mundo de los muertos
Por tu desprecio, ¡Gracias te doy!",Francisco CANARO,Roberto Maida,,Desprecio (TANGO),https://www.el-recodo.com/music?id=04810&lang=en
,,,,Francisco Canaro,1946-09-10,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",Francisco CANARO,Instrumental,,La tablada (TANGO),https://www.el-recodo.com/music?id=04811&lang=en
,,Francisco García Jiménez,,Anselmo Aieta,1929-05-15,,"Sus ojos más negros que toda mi pena,
Su carne morena, de miel y de seda,
Su boca de rosa, su acento embrujado,
Y el fuego sagrado de su corazón.
Todo eso fue mío, lo trajo a mi vida
La imagen querida que unió a mi destino,
Y en torpes desvíos, tan crueles y vanos
Ahogué con mis manos, la noble pasión.

Y ya nada es mío
Ninguno me iguala,
La vida es muy mala
No tengo ya su amor.
Qué poco sabemos
Cuidar la ventura,
Y sólo en la amargura
Medimos su valor.

Volver del pasado, mi propia conciencia
Me da en penitencia, pagando el pecado,
De ver que no hay otra que mire como ella
Ni boca más bella, ni voz cual su voz.
Adiós: dije un día, pero hoy mi conciencia
Me da en penitencia, pensar sólo en ella,
Y ver que a esos hondos recuerdos que quedan
No hay nadie que pueda decirles: adiós.

Vulgar mariposa
Que besa y que miente,
Mi amor va en la corriente
Juguete del azar.
Amores de un día
Sin gloria y sin pena,
Castillos en la arena
Barridos por el mar.",Francisco CANARO,Charlo,,Penitencia (TANGO),https://www.el-recodo.com/music?id=04812&lang=en
,,Homero Manzi,,Sebastián Piana,1933-02-09,,"Milonga pa' recordarte,
milonga sentimental.
Otros se quejan llorando,
yo canto por no llorar.
Tu amor se secó de golpe,
nunca dijiste por qué.
Yo me consuelo pensando
que fue traición de mujer.

Varón, pa' quererte mucho,
varón, pa' desearte el bien,
varón, pa' olvidar agravios
porque ya te perdoné.
Tal vez no lo sepas nunca,
tal vez no lo puedas creer,
¡tal vez te provoque risa
verme tirao a tus pies!

Es fácil pegar un tajo
pa' cobrar una traición,
o jugar en una daga
la suerte de una pasión.
Pero no es fácil cortarse
los tientos de un metejón,
cuando están bien amarrados
al palo del corazón.

Milonga que hizo tu ausencia.
Milonga de evocación.
Milonga para que nunca
la canten en tu balcón.
Pa' que vuelvas con la noche
y te vayas con el sol.
Pa' decirte que sí a veces
o pa' gritarte que no.",Francisco CANARO,Ernesto Fama y Angel Ramos,,Milonga sentimental (MILONGA),https://www.el-recodo.com/music?id=04813&lang=en
,,José Rótulo,,Alfredo De Angelis,1956-10-16,,"Cuando te besé la vez primera,
yo no sé por qué razón
puse en mi beso la promesa
de escribir una canción.
Con el rumor del beso
dijo tu amor un rezo.
Era como un canto sin palabras,
un susurro, tu oración.
Ese fue el motivo
que me trajo con tu beso, mi canción.

Quieras tú... dulce amor,
que la dicha que trajo en tu voz
la emoción de los dos
sea más... tanto más,
que si un día no estemos tú y yo
quedará la canción.
La canción que diga como tú, como yo,
quiéreme así corazón.",Francisco CANARO,Guillermo Rico y Juan Carlos Rolon,,Mi promesa (TANGO),https://www.el-recodo.com/music?id=04814&lang=en
,,Juan Andrés Caruso,,Francisco Canaro,1948-01-15,,"Eche amigo, nomás, écheme y llene
hasta el borde la copa de champán,
que esta noche de farra y de alegría
el dolor que hay en mi alma quiero ahogar.
Es la última farra de mi vida,
de mi vida, muchachos, que se va...
mejor dicho, se ha ido tras de aquella
que no supo mi amor nunca apreciar.

Yo la quise, muchachos, y la quiero
y jamás yo la podré olvidar;
yo me emborracho por ella
y ella quién sabe qué hará.
Eche, mozo, más champán,
que todo mi dolor,
bebiendo lo he de ahogar;
y si la ven,
muchachos, díganle
que ha sido por su amor
que mi vida ya se fue.

Y brindemos, nomás, la última copa,
que tal vez también ella ahora estará
ofreciendo en algún brindis su boca
y otra boca feliz la besará.
Eche, amigo, nomás, écheme y llene
hasta el borde la copa de champán,
que mi vida se ha ido tras de aquella
que no supo mi amor nunca apreciar.",Francisco CANARO,Alberto Arenas,,La última copa (TANGO),https://www.el-recodo.com/music?id=04815&lang=en
,,,,Luis D'Andrea,1929-02-23,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",Francisco CANARO,Instrumental,,Estampa del suburbio (TANGO),https://www.el-recodo.com/music?id=04816&lang=en
,,,,Fernando Montoni,1930-09-24,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",Francisco CANARO,Instrumental,,Che doctor (TANGO),https://www.el-recodo.com/music?id=04817&lang=en
,,Enrique Cadícamo,,Guillermo Barbieri,1932-03-21,,"¡Lo mataron al pobre Conteras!
¡Recién se casaba! ¡Si es para no creer!
Juan Luz Mala, saltó la tranquera
y vino a llevarle a su propia mujer...
Fue en el patio e' la estancia 'La Hazaña',
la fiesta 'e los novios era un esplendor;
mas de pronto dos dagas hicieron,
de aquella alegría un cuadro de horror.

(recitado)
Herido de muerte
y en sangre bañao,
habló de este modo,
el recién casao:

No es nada, mi gaucha;
no te asustes, mi alma...
A los dos peleando,
se nos fue el facón...
Siento que me llega,
un vientito helado,
aquí, de este lado,
sobre el corazón...

Llevame unas flores...
Andá a visitarme...
La tierra es muy fría
pa' estar olvidao...
¡Adiosita, gaucha,
te estaré esperando!
¡Me voy apagando,
de puro finao!

Al principio fue todo promesas...
La viuda lloraba, sin duda demás;
Pero al fin se le fue la tristeza
y a su pobre gaucho no lo fue a ver más.
¡Con razón que en las noches 'e tormenta
se escucha patente, la voz del finao,
que la llama diciendo: ¡Lucinda,
estoy muy solito, llegate a mi lao!",Francisco CANARO,Instrumental,,Olvidao (TANGO),https://www.el-recodo.com/music?id=04818&lang=en
,,Enrique Santos Discepolo,,Enrique Santos Discepolo,1953-03-20,,"Sola, fané, descangayada,
la vi esta madrugada
salir de un cabaret;
flaca, dos cuartas de cogote
y una percha en el escote
bajo la nuez;
chueca, vestida de pebeta,
teñida y coqueteando
su desnudez...
Parecía un gallo desplumao,
mostrando al compadrear
el cuero picoteao...
Yo que sé cuando no aguanto más
al verla, así, rajé,
pa' no yorar.

¡Y pensar que hace diez años,
fue mi locura!
¡Que llegué hasta la traición
por su hermosura!...
Que esto que hoy es un cascajo
fue la dulce metedura
donde yo perdí el honor;
que chiflao por su belleza
le quité el pan a la vieja,
me hice ruin y pechador...
Que quedé sin un amigo,
que viví de mala fe,
que me tuvo de rodillas,
sin moral, hecho un mendigo,
cuando se fue.

Nunca soñé que la vería
en un ""requiscat in pace""
tan cruel como el de hoy.
¡Mire, si no es pa' suicidarse
que por ese cachivache
sea lo que soy!...
Fiera venganza la del tiempo,
que le hace ver deshecho
lo que uno amó...
Este encuentro me ha hecho tanto mal,
que si lo pienso más
termino envenenao.
Esta noche me emborracho bien,
me mamo, ¡bien mamao!,
pa' no pensar.",Francisco CANARO,Alberto Arenas,,Esta noche me emborracho (TANGO),https://www.el-recodo.com/music?id=04819&lang=en
,,Luis César Amadori,,Francisco Canaro,1938-11-18,,"Vieja pared
del arrabal,
tu sombra fue
mi compañera.
De mi niñez
sin esplendor
la amiga fue
tu madreselva.
Cuando temblando
mi amor primero
con esperanzas
besaba mi alma,
yo junto a vos,
pura y feliz,
cantaba así
mi primera confesión.

Madreselvas en flor
que me vieron nacer
y en la vieja pared
sorprendieron mi amor,
tu humilde caricia
es como el cariño
primero y querido
que siento por él.
Madreselvas en flor
que trepándose van
es tu abrazo tenaz
y dulzón como aquel,
si todos los años
tus flores renacen,
hacé que no muera
mi primer amor...
Pasaron los años
y mis desengaños
yo vengo a contarte,
mi vieja pared...

Así aprendí
que hay que fingir
para vivir
decentemente;
que amor y fe
mentiras son
y del dolor
se ríe la gente...
Hoy que la vida
me ha castigado
y me ha enseñado
su credo amargo,
vieja pared,
con emoción
me acerco a vos
y te digo como ayer.

Madreselvas en flor
que me vieron nacer
y en la vieja pared
sorprendieron mi amor,
tu humilde caricia
es como el cariño
primero y querido
que nunca olvidé.
Madreselvas en flor
que trepándose van,
es tu abrazo tenaz
y dulzón como aquel...
Si todos los años
tus flores renacen,
¿por qué ya no vuelve
mi primer amor?",Francisco CANARO,Roberto Maida,,Madreselva (TANGO),https://www.el-recodo.com/music?id=04820&lang=en
,,,,Juan Canaro,1929-11-06,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",Francisco CANARO,Instrumental,,Abuelita (2) (TANGO),https://www.el-recodo.com/music?id=04821&lang=en
,,José Eneas Riu,,Víctor Donato,1927-09-03,,"Lejos de los tuyos, los pobres, los tristes
De aquellas casitas de chapas de zinc,
Pebeta canyengue del barrio malevo
Alegra mi vida de niño fifí.

En este cotorro brillante de lujo
Pebeta canyengue, la reina serás,
Ahí tienes las ollas, las sedas y el auto
Y dicha en la copa del rubio champán.

Por qué en esas noches cuando hace más frío
Pensás en tus viejos, los pobres sin pan,
Pebeta canyengue, olvida lo triste
Y alegras tu vida con farra y gotán.

Mil besos de fuego enjugan tus lágrimas
Cuando en una milonga recuerdas tu hogar,
Pebeta canyengue, la vida es muy corta
Olvida lo triste y bebes champán.",Francisco CANARO,Agustin Irusta,,Pebeta canyengue (TANGO),https://www.el-recodo.com/music?id=04822&lang=en
,,Francisco García Jiménez,,José Luis Padula,1952-05-14,,"Un catedrático escarba su bolsillo
pa' ver si un níquel le alcanza pa' un completo...
Ayer -¡qué dulce!-, la fija del potrillo;
hoy -¡qué vinagre!-, rompiendo los boletos...
El almanaque nos bate que es lunes,
que se ha acabado la vida bacana,
que viene al humo una nueva semana
con su mistongo programa escorchador.

Rumbeando pa'l taller
va Josefina,
que en la milonga, ayer,
la iba de fina.
La reina del salón
ayer se oyó llamar...
Del trono se bajó
pa'ir a trabajar...
El lungo Pantaleón
ata la chata
de traje fulerón
y en alpargata.
Ayer en el Paddock
jugaba diez y diez...
Hoy va a cargar
carbón al Dique 3.

Piantó el domingo del placer,
bailongo, póker y champán.
Hasta el más seco pudo ser
por diez minutos un bacán.
El triste lunes se asomó,
mi sueño al diablo fue a parar,
la redoblona se cortó
y pa'l laburo hay que rumbear.

Pero, ¿qué importa que en este monte criollo
hoy muestre un lunes en puerta el almanaque?
Si en esa carta caímos en el hoyo,
ya ha de venir un domingo que nos saque.
No hay mal, muchachos, que dure cien años
y ligaremos también un bizcocho...
A lo mejor acertamos las ocho
¡y quién te ataja ese día, corazón!...",Francisco CANARO,Instrumental,,Lunes (Lunes trece) (TANGO),https://www.el-recodo.com/music?id=04823&lang=en
,,Enrique Cadícamo,,Luis Riccardi,1946-02-27,,"De allá, del año novecientos
Hoy soplan lejanos vientos,
Desde el boliche “La Blanqueada”
Regresa mi enamorada.
La traen las ráfagas del viento
Morocha, del novecientos,
Trenzas de noche, roja boca
Que evoca mi corazón.

Juana Rebenque se llamaba
Y Puente Alsina la admiraba,
Por ella me hice payador,
Y conquisté el fulgor
Que había en su mirada.

Juana Rebenque le decían
Porque era guapa y la temían,
Qué fue de todo aquel amor,
Amor de juventud
Que el viento dispersó.",Francisco CANARO,Guillermo Coral,,Juana Rebenque (TANGO),https://www.el-recodo.com/music?id=04824&lang=en
,,Juan Carlos Fernández Díaz,,Rafael Iriarte,1935-07-24,,"A los conciertos que dan los fuelles,
protestadores en sus gemidos,
se están luciendo con sus quebradas
los compadrones en el lugar,
y las chirusas, endomingadas,
en sus miradas tienen el brillo
de la alegría que ha derramado
el tango rante y sentimental.

En medio del conventillo
se ha parado un compadrito
que contempla de hito en hito,
la alegre gente en su excitación.
No le importa que se baile,
él a bailar no ha venido;
busca a aquella que lo ha herido
en medio del corazón.

Y cuando encuentra a la traicionera,
a la ladrona de su ilusión
la mano crispa con ansia fiera
sobre la masa de su facón.
Y, como un tigre, sobre su presa,
salta ligero y asesta un tajo
que roja marca deja sangrando
y el tango muere en el bandoneón.

Y luego, sin darse prisa,
apartando a los curiosos
se retira receloso
entre el murmullo de admiración.
Pero apenas dio algunos pasos
se volvió y con arrebato
les gritó: de puro guapo
me he cobrado su traición.",Francisco CANARO,Roberto Maida,,De puro guapo (TANGO),https://www.el-recodo.com/music?id=04825&lang=en
,,Ángel Greco,,Ángel Greco,1948-09-10,,"Vayan parando 'El Chamuyo'
van a cantar 'Mano a Mano',
'Lorenzo' y 'El entrerriano',
payadores 'De Mi Flor'.
Saldrá el 'Sentimiento criollo'
enancao a 'El Pensamiento'
sobre 'El Flete' de 'Un lamento'
que va buscando un amor.

¿Dónde te fuiste, tango
que te busco siempre
y no te puedo 'hayar'?
Te juro por mi vieja
que si no te encuentro
me pongo a 'yorar'.
Fui por Florida ayer
y por Corrientes hoy,
me han informado
que te habías piantado
con tu bandoneón.
Pero yo sé que vos
no aguantarás el tren,
'naipe marcado'
cuando ya es junado
tiene que rajar.
¿Dónde te fuiste, tango
que te busco siempre
y no te puedo 'hayar'?

Terminaron 'La payada'
Y 'El taita' con su pericia
pide a la 'Pampa' 'Felicia'
que se quite el 'Zorro gris'
y baile 'Derecho viejo'
con el gran 'Rodríguez Peña'
para que el 'Alma porteña'
resurja grande y feliz.",Francisco CANARO,Alberto Arenas,,Naipe marcado (MILONGA TANGUEADA),https://www.el-recodo.com/music?id=04826&lang=en
,,,,Juan Rezzano,1930-06-04,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",Francisco CANARO,Instrumental,,El castigo (TANGO),https://www.el-recodo.com/music?id=04827&lang=en
,,Rodolfo Sciammarella,,Rodolfo Sciammarella,1940-03-14,,"Cuando estaba enamorado
tuve un desengaño atroz.
Hay que ver lo que he sufrido,
de pensarlo causa horror.
Mi familia se creía
que me iba a enloquecer,
y que nunca olvidaría
el amor de esa mujer.

No comía, no dormía,
y el dolor me consumía.
Ahora como, ahora duermo,
ahora canto todo el día.
Siempre la vida fue así,
hoy lloramos un amor,
y mañana nace otro
que será mucho mejor.

Por mi vida yo les juro
no podía continuar
sin salir con mis amigos,
sin tener mi libertad.
Con sus celos no podía
ni siquiera respirar,
pero algo me decía
que mi suerte iba a cambiar.",Francisco CANARO,Francisco Amor,,Cuando estaba enamorado (VALS),https://www.el-recodo.com/music?id=04828&lang=en
,,,,Edgardo Donato,1933-07-19,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",Francisco CANARO,Instrumental,,El acomodo (TANGO),https://www.el-recodo.com/music?id=04829&lang=en
,,,,Mario Canaro,1932-05-27,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",Francisco CANARO,Instrumental,,Sube y baja (TANGO),https://www.el-recodo.com/music?id=04830&lang=en
,,,,Antonio Scatasso y Esteban González,1927-06-22,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",Francisco CANARO,Instrumental,,El cómico (TANGO),https://www.el-recodo.com/music?id=04831&lang=en
,,Enrique Delfino,,Enrique Delfino,1932-11-24,,"Quien tuviera veinte abriles
dulce edad del sueño loco, juveniles.
Quien tuviera la apariencia 
de esos años refeliz sin experiencia.

Gratas horas que se fueron para siempre
vivirán en mi memoria eternamente.
Quien tuviera veinte abriles
Quien pudiera revivir su juventud. 

*Lyrics from the Canaro's recording by G.Diaz",Francisco CANARO,Carlos Dante,,Quien tuviera veinte abriles (TANGO),https://www.el-recodo.com/music?id=04832&lang=en
