title,artist,year,genre,composer,file_path,Artista encontrado,Titulo encontrado,Numero de coincidencias,Hay coincidencia preferida,No hay coincidencia preferida,Coincidencia perfecta
El mundo de los dos,Miguel Caló / Roberto Rufino,1966-11-17,tango,Musica: ? - Letra: ?,"D:/Dropbox/TDJ/MUSICA/Angel/Caló, Miguel\1966_Caló - Roberto Rufino_El mundo de los dos.mp3",False,False,0,False,False,False
Fatalmente nada,Miguel Caló / Roberto Rufino,1966-09-27,tango,Musica: ? - Letra: ?,"D:/Dropbox/TDJ/MUSICA/Angel/Caló, Miguel\1966_Caló - Roberto Rufino_Fatalmente nada.mp3",False,False,0,False,False,False
Nido gaucho,Miguel Caló / Roberto Rufino,1966-09-20,tango,Musica: Carlos Di Sarli - Letra: Héctor Marcó,"D:/Dropbox/TDJ/MUSICA/Angel/Caló, Miguel\1966_Caló - Roberto Rufino_Nido gaucho.flac",False,False,0,False,False,False
Para siempre,Miguel Caló / Roberto Rufino,1966-10-27,tango,Musica: Armando Pontier - Letra: Federico Silva,"D:/Dropbox/TDJ/MUSICA/Angel/Caló, Miguel\1966_Caló - Roberto Rufino_Para siempre.mp3",False,False,0,False,False,False
Racconto,Miguel Caló / Roberto Rufino,1966-11-17,tango,Musica: Carlos García - Letra: Margarita Durán,"D:/Dropbox/TDJ/MUSICA/Angel/Caló, Miguel\1966_Caló - Roberto Rufino_Racconto.mp3",False,False,0,False,False,False
Verdemar,Miguel Caló / Roberto Rufino,1966-09-27,tango,Musica: Carlos Di Sarli - Letra: José María Contursi,"D:/Dropbox/TDJ/MUSICA/Angel/Caló, Miguel\1966_Caló - Roberto Rufino_Verdemar.mp3",False,False,0,False,False,False
Y te necesito tanto,MIguel Caló,1966,tango,Musica: Aquiles Roggero - Letra: Reinaldo Yiso,"D:/Dropbox/TDJ/MUSICA/Angel/Caló, Miguel\1966_Caló - Roberto Rufino_Y te necesito tanto.mp3",False,False,0,False,False,False
Yuyo verde,Miguel Caló / Roberto Rufino,1966-09-20,tango,Musica: Domingo Federico - Letra: Homero Expósito,"D:/Dropbox/TDJ/MUSICA/Angel/Caló, Miguel\1966_Caló - Roberto Rufino_Yuyo verde.flac",False,False,0,False,False,False
Adiós pampa mía,Miguel Caló / Alberto Marino,1967-05-20,tango,Musica: Francisco Canaro y Mariano Mores - Letra: Ivo Pelay,"D:/Dropbox/TDJ/MUSICA/Angel/Caló, Miguel\1967_Caló - Alberto Marino_Adiós pampa mía.flac",False,False,0,False,False,False
Adiós,Miguel Caló / Alberto Marino,1967-06-05,tango,Musica: Mariano Mores - Letra: Alberto Laureano Martínez,"D:/Dropbox/TDJ/MUSICA/Angel/Caló, Miguel\1967_Caló - Alberto Marino_Adiós.flac",False,False,0,False,False,False
Cafetín de Buenos Aires,Miguel Caló / Alberto Marino,1967-05-15,tango,Musica: Mariano Mores - Letra: Enrique Santos Discépolo,"D:/Dropbox/TDJ/MUSICA/Angel/Caló, Miguel\1967_Caló - Alberto Marino_Cafetín de Buenos Aires.flac",False,False,0,False,False,False
